state,jurisdiction,document,pdf_url,text_url,title
California,San Diego,Police Union Contract,https://www.checkthepolice.org/s/San-Diego-police-contract.pdf,https://raw.githubusercontent.com/PoliceContracts/PoliceContracts/master/California/San%20Diego/Police%20Union%20Contract.txt,San Diego Police Union Contract
California,Santa Cruz,Police Union Contract,https://www.checkthepolice.org/s/Santa-Cruz-police-contract.pdf,https://raw.githubusercontent.com/PoliceContracts/PoliceContracts/master/California/Santa%20Cruz/pdfUrl.txt,Santa Cruz Police Union Contract
California,San Jose,contract,https://www.sanjoseca.gov/home/showdocument?id=32017,https://raw.githubusercontent.com/PoliceContracts/PoliceContracts/master/California/San%20Jose/contract.txt,San Jose contract
California,San Jose,transfer policy,https://www.checkthepolice.org/s/SanJosepolicetransferpolicy.pdf,https://raw.githubusercontent.com/PoliceContracts/PoliceContracts/master/California/San%20Jose/transfer%20policy.txt,San Jose transfer policy
California,Riverside,non supervisor,https://www.checkthepolice.org/s/Riverside-police-supervisor-contract-q4jz.pdf,https://raw.githubusercontent.com/PoliceContracts/PoliceContracts/master/California/Riverside/non%20supervisor.txt,Riverside non supervisor
California,Riverside,supervisor,https://www.checkthepolice.org/s/Riverside-police-supervisor-contract.pdf,https://raw.githubusercontent.com/PoliceContracts/PoliceContracts/master/California/Riverside/supervisor.txt,Riverside supervisor
California,Chico,Police Union Contract,https://www.checkthepolice.org/s/Chico-police-contract.pdf,https://raw.githubusercontent.com/PoliceContracts/PoliceContracts/master/California/Chico/pdfUrl.txt,Chico Police Union Contract
California,Sacramento,Police Union Contract,https://www.checkthepolice.org/s/Sacramento-police-contract.pdf,https://raw.githubusercontent.com/PoliceContracts/PoliceContracts/master/California/Sacramento/Police%20Union%20Contract.txt,Sacramento Police Union Contract
California,Los Angeles County,Los Angeles County Sheriff's Department Union Contract,https://www.checkthepolice.org/s/LA-County-Sheriff-Union-Contract.pdf,https://raw.githubusercontent.com/PoliceContracts/PoliceContracts/master/California/Los%20Angeles%20County/pdfUrl.txt,Los Angeles County Sheriff's Department Union Contract
California,Daly City,Police Union Contract,https://www.checkthepolice.org/s/Daly-City-police-contract.pdf,https://raw.githubusercontent.com/PoliceContracts/PoliceContracts/master/California/Daly%20City/pdfUrl.txt,Daly City Police Union Contract
California,Oakland,Police Union Contract,http://www2.oaklandnet.com/oakca1/groups/hrm/documents/memorandum/oak057844.pdf,https://raw.githubusercontent.com/PoliceContracts/PoliceContracts/master/California/Oakland/Police%20Union%20Contract.txt,Oakland Police Union Contract
California,Anaheim,Police Union Contract,https://www.checkthepolice.org/s/Anaheim-police-contract.pdf,https://raw.githubusercontent.com/PoliceContracts/PoliceContracts/master/California/Anaheim/Police%20Union%20Contract.txt,Anaheim Police Union Contract
California,East Palo Alto,Police Union Contract,https://www.checkthepolice.org/s/East-Palo-Alto-police-union-contract.pdf,https://raw.githubusercontent.com/PoliceContracts/PoliceContracts/master/California/East%20Palo%20Alto/pdfUrl.txt,East Palo Alto Police Union Contract
California,Fremont,Police Union Contract,https://www.checkthepolice.org/s/Fremontpolicecontract.pdf,https://raw.githubusercontent.com/PoliceContracts/PoliceContracts/master/California/Fremont/Police%20Union%20Contract.txt,Fremont Police Union Contract
California,Irvine,Police Union Contract,https://www.checkthepolice.org/s/Irvine-CA-Police-Contract.pdf,https://raw.githubusercontent.com/PoliceContracts/PoliceContracts/master/California/Irvine/Police%20Union%20Contract.txt,Irvine Police Union Contract
California,Santa Barbara,Police Union Contract,https://www.checkthepolice.org/s/Santa-Barbara-police-contract.PDF,https://raw.githubusercontent.com/PoliceContracts/PoliceContracts/master/California/Santa%20Barbara/pdfUrl.txt,Santa Barbara Police Union Contract
California,San Francisco,MOU,https://www.dropbox.com/s/edbznrqj37dbpbn/San%20Francisco%20police%20contract.pdf?dl=0,https://raw.githubusercontent.com/PoliceContracts/PoliceContracts/master/California/San%20Francisco/MOU.txt,San Francisco MOU
California,San Francisco,police,https://www.dropbox.com/s/vbciik6nkzq7x1u/San%20Francisco%20police%20contract%202b.pdf?dl=0,https://raw.githubusercontent.com/PoliceContracts/PoliceContracts/master/California/San%20Francisco/police.txt,San Francisco police
California,San Francisco,chiefs,https://www.dropbox.com/s/41azsngl2fl9f2e/San%20Francisco%20police%20chief%20contract.pdf?dl=0,https://raw.githubusercontent.com/PoliceContracts/PoliceContracts/master/California/San%20Francisco/chiefs.txt,San Francisco chiefs
Kentucky,Lexington,Police Union Contract,https://www.checkthepolice.org/s/Lexington-Police-Contract.pdf,https://raw.githubusercontent.com/PoliceContracts/PoliceContracts/master/Kentucky/Lexington/Police%20Union%20Contract.txt,Lexington Police Union Contract
Kentucky,Louisville,Police Union Contract,https://www.checkthepolice.org/s/Louisvillepolicecontract.pdf,https://raw.githubusercontent.com/PoliceContracts/PoliceContracts/master/Kentucky/Louisville/Police%20Union%20Contract.txt,Louisville Police Union Contract
Louisiana,State,Louisiana Police Bill of Rights,https://www.checkthepolice.org/s/Louisiana-PBR.pdf,https://raw.githubusercontent.com/PoliceContracts/PoliceContracts/master/Louisiana/State/Louisiana%20Police%20Bill%20of%20Rights.txt,State Louisiana Police Bill of Rights
Louisiana,Baton Rouge,Police Union Contract,https://www.checkthepolice.org/s/Baton-Rouge-contract.pdf,https://raw.githubusercontent.com/PoliceContracts/PoliceContracts/master/Louisiana/Baton%20Rouge/Police%20Union%20Contract.txt,Baton Rouge Police Union Contract
Missouri,St. Louis Metropolitan,Police Union Contract,https://www.checkthepolice.org/s/St-Louis-Metro-Police-Contract.pdf,https://raw.githubusercontent.com/PoliceContracts/PoliceContracts/master/Missouri/St.%20Louis%20Metropolitan/Police%20Union%20Contract.txt,St. Louis Metropolitan Police Union Contract
Missouri,"Kansas City, MO",Police Union Contract,https://www.checkthepolice.org/s/Kansas-City-MO-Police-Contract.pdf,https://raw.githubusercontent.com/PoliceContracts/PoliceContracts/master/Missouri/Kansas%20City%2C%20MO/Police%20Union%20Contract.txt,"Kansas City, MO Police Union Contract"
Michigan,Detroit,police officers,https://www.checkthepolice.org/s/Detroit-police-contract.pdf,https://raw.githubusercontent.com/PoliceContracts/PoliceContracts/master/Michigan/Detroit/police%20officers.txt,Detroit police officers
Michigan,Detroit,lieutenants,https://www.checkthepolice.org/s/Detroit-police-lieutenants-contract.pdf,https://raw.githubusercontent.com/PoliceContracts/PoliceContracts/master/Michigan/Detroit/lieutenants.txt,Detroit lieutenants
